nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0008664	Lesley Abernethy	\N	\N	costume_designer,costume_department	tt6563112,tt0377752,tt0342258,tt0289635
nm0008665	Rosslyn Abernethy	\N	\N	production_manager,miscellaneous,actress	tt0106950,tt0881320,tt0093988,tt0111301
nm0008666	Tom Abernethy	1954	\N	actor	tt0080928
nm0008667	Seth C. Abero	\N	\N	actor	tt0250135
nm0008668	Tiruwork Aberra	\N	\N	editor	tt0104038
nm0008669	Hilton Aberrian	\N	\N	actor	tt0259450
nm0008670	Arline Abers	\N	\N	actress	\N
nm0008671	Mimi Abers	\N	\N	visual_effects	tt0113277,tt0114069,tt0120912,tt0418279
nm0008672	William Abers	1973	\N	soundtrack,actor,composer	tt0315733,tt1226229,tt0290002,tt0356910
nm0008673	Helen Aberson	1907	1999	writer	tt0046593,tt7698712,tt3861390
nm0008674	Michael Abert	\N	\N	camera_department	tt0094182,tt0117408,tt0104809
nm0008675	Richard Abert	\N	\N	actor	tt0030093
nm0008676	Allison Aberuathy	\N	\N	actress	tt0097364
nm0008677	Lawrence J. Aberwood	\N	\N	actor	tt0057480,tt0054035,tt0054604,tt0062288
nm0008678	G. Abesadze	\N	\N	actor,editor	tt0089957,tt0143637
nm0008679	Kapiton Abesadze	\N	\N	actor	tt0265682,tt0261634,tt0274425,tt0269426
nm0008680	Mikhail Abesadze	\N	\N	actor,assistant_director	tt0268709,tt0262085,tt0324395,tt0249816
nm0008681	Otar Abesadze	1934	1980	director,writer	tt0275917,tt0274645,tt0281840,tt0274779
nm0008682	Erwin Abesamis	\N	\N	production_manager,assistant_director	tt0220354,tt0409808,tt0415728
nm0008683	Adam Abeshouse	\N	\N	sound_department,actor	tt0080716,tt0159876,tt5869362
nm0008684	Antonio Abete	\N	\N	actor	tt7705406,tt0363861,tt0260327,tt0354956
nm0008685	Clemente Abete	\N	\N	actor	tt0120857
nm0008687	Gisèle Abetissian	\N	\N	actress	tt0069443
nm0008688	Dennis Abey	\N	\N	director,producer,miscellaneous	tt0073447,tt0296886,tt0452558,tt0290204
nm0008689	Trelicia Gunawardena	\N	\N	actress	tt0863119,tt0084190,tt0080409,tt0059211
nm0008690	Damitha Abeyratne	\N	\N	actress	tt0381630,tt7687332,tt2456330,tt3471472
nm0008691	Kurunaratne Abeysekera	\N	\N	writer	tt0173277,tt7166490,tt0169545,tt1023443
nm0008692	Tissa Abeysekera	\N	2009	writer,director,actor	tt1244170,tt0375189,tt2339742,tt7619844
nm0008693	Wasantha Obesekara	1937	2017	writer,director	tt0964506,tt0173168,tt0143222,tt1244103
nm0008694	Sarath Abeysena	\N	\N	producer	tt0143222
nm0008695	Antonio Abeyta	\N	\N	actor	tt0083041
nm0008696	Bill Abeyta	\N	\N	camera_department	tt0081760
nm0008697	George M. Abeyta	\N	\N	art_department	tt0113729,tt0113158,tt0109226
nm0008698	John Christopher Abeyta	\N	\N	actor	tt0092559
nm0008699	Paul Abeyta	\N	\N	writer,producer,miscellaneous	tt2084802,tt0112097,tt0364843,tt1270481
nm0008700	Robert Abeyta	\N	\N	music_department	tt5126884,tt5102426,tt5153902,tt0112575
nm0008701	Belle Abeytia	\N	\N	actress	tt0066917
nm0008702	Denzil P. Abeywardena	\N	\N	director,assistant_director,casting_department	tt0107886,tt0274498
nm0008704	Joe Abeywickrama	1933	2011	actor,writer	tt1244154,tt0188164,tt0173229,tt1244170
nm0008705	Doris Abeßer	1935	2016	actress	tt0328707,tt1063745,tt0054291,tt0057647
nm0008706	Franziskus Abgottspon	\N	\N	actor	tt1628727,tt0094791,tt2659942,tt1066289
nm0008707	Guy Abgrall	\N	\N	actor	tt0400658,tt0098534,tt0240129,tt0120494
nm0008708	Marie-Annick Abgrall	\N	\N	actress	tt0084481
nm0008709	Ceuru Abgui	\N	\N	actor	tt0065489
nm0008710	Lutfali Abdullayev	1914	1973	actor	tt4258424,tt0037520,tt4261760,tt4263976
nm0008711	Abhijeet	1958	\N	music_department,soundtrack,actor	tt0112870,tt0120540,tt0242519,tt1024943
nm0008712	Abhijit	\N	\N	actor	tt0249783,tt6516496
nm0008713	Abhimanyyu Abhimanyu	\N	\N	actor	tt0121989,tt0105209,tt0113913,tt0156745
nm0008714	Neelkanth Abhyankar	1926	2000	composer,music_department	tt0261965,tt0208892
nm0008715	Sanjeev Abhyankar	\N	\N	music_department,soundtrack	tt0233808,tt0116950,tt0379370,tt0273884
nm0008716	Abi Ofarim	1937	2018	actor,soundtrack,director	tt0053676,tt0057039,tt0352994,tt1369679
nm0008717	Marga Abi Ramia	\N	\N	actress	tt0138222,tt0085216,tt0207917,tt0425008
nm0008718	Jacqueline Abi-Ad	\N	\N	actress	tt0120188
nm0008719	Joseph Abi-Ad	\N	\N	actor	tt0120188
nm0008720	Michelle Abi-Nader	\N	\N	producer	tt0775458,tt0181904,tt0775505
nm0008721	Alba Abia	\N	\N	actress	tt0217791
nm0008722	Félix Abia	\N	\N	miscellaneous	tt0217791
nm0008723	Philippe Abia	\N	\N	actor	tt0073417
nm0008724	Dawlat Abyad	1895	\N	actress	tt0021570,tt0268754,tt0262251,tt0262494
nm0008725	Georges Abiad	\N	\N	actor	tt0262494
nm0008726	Michael Abiad	\N	\N	transportation_department	tt0144546
nm0008727	Mona Abiad	\N	\N	actress	tt0092862
nm0008728	Jorge Abian	\N	\N	actor	tt0051599
nm0008729	Nino Abiatti	\N	\N	actor	tt0144369
nm0008730	Shirley Abicair	1930	\N	actress,soundtrack	tt0047298,tt0049771,tt0163436,tt0278388
nm0008731	Nasar Abich Jr.	\N	\N	cinematographer,editor,director	tt8430760,tt1954938,tt3153524,tt2878892
nm0008732	Hans Abich	1918	2003	producer,actor,writer	tt0043934,tt0045980,tt0042439,tt0040537
nm0008733	Julie Abich	1852	1928	actress	tt0009884,tt0441282
nm0008734	Carin Abicht	1943	\N	actress	tt0081711,tt0080644,tt0078964,tt0230751
nm0008735	Hiriam Abid	\N	\N	actress	tt0170645,tt0164663
nm0008736	K. Abid	\N	\N	cinematographer	tt0119758
nm0008737	Soraya Abid	\N	\N	miscellaneous	tt0482589,tt0104082,tt0098544
nm0008738	Malik Abidin	\N	\N	actor	tt0157759,tt0031458
nm0008739	Zainal Abidin	\N	\N	actor	tt0360047,tt0280671,tt0359752,tt0087118
nm0008740	Abidin Dino	1913	1993	director,art_director	tt0029545,tt0166023
nm0008741	T. Abidova	\N	\N	costume_designer	tt0073442
nm0008742	Aly Abidy	\N	\N	director,writer,producer	tt0187448
nm0008743	Jonathan Aibel	1969	\N	producer,writer,miscellaneous	tt1679335,tt0118375,tt1302011,tt0441773
nm0008744	Rafael Abienzo	\N	\N	costume_designer	tt0071415,tt0060901,tt0039953,tt0057604
nm0008745	Abigail	1945	\N	actress	tt0106154,tt0080192,tt0068114,tt0081935
nm0008746	Thomas K. Abihai	\N	\N	actor	tt0079366
nm0008747	Libia Abihaid	\N	\N	actress	tt0210409,tt0163464
nm0008748	Pascal Abikanlou	\N	\N	director	tt8937076,tt0072193
nm0008749	Rika Abiko	\N	\N	actress	tt2808988,tt0130253,tt0101494
nm0008750	Bertel Abildgaard	1955	\N	actor	tt0324703,tt0122473,tt0112947,tt0099914
nm0008751	Ole Abildgaard	\N	\N	actor	tt0161292
nm0008752	Ulver Skuli Abildgaard	1955	\N	actor	tt0850644,tt0128007,tt0403360,tt0220261
nm0008753	Eystein Abildsnes	\N	\N	writer	tt0272774
nm0008754	Jytte Abildstrøm	1934	\N	actress,director	tt0053832,tt0067111,tt0133888,tt0058600
nm0008755	Adir Abilkassimov	\N	\N	actor	tt0166503
nm0008756	Daniel Abineri	1958	\N	actor	tt0068134,tt0076988,tt0088212,tt0118778
nm0008757	John Abineri	1928	2000	actor	tt0086791,tt0099674,tt0066678,tt0403741
nm0008758	Sebastian Abineri	1954	\N	actor,soundtrack	tt0077010,tt0078596,tt0988045,tt0075784
nm0008759	William L. Abingdon	1859	1918	actor	tt0006899,tt0004303,tt0008406,tt0009060
nm0008760	Sylke Abinghoff	\N	\N	art_department,art_director	tt0383806,tt0159382,tt0161977,tt0277050
nm0008761	Yomi Abioudan	\N	\N	actor	tt0079727
nm0008762	David Abir	\N	\N	composer,music_department,sound_department	tt0099095,tt0221711,tt0333694,tt0438274
nm0008763	Lili Abir	\N	\N	art_department,art_director	tt0318761,tt0099095,tt0103000
nm0008764	Shachar Abiry	1976	\N	director,cinematographer	tt0101089
nm0008765	Nicole Abisinio	\N	\N	miscellaneous,producer,actress	tt3210686,tt0412019,tt1016226,tt1922748
nm0008766	Jacintha Abisheganaden	\N	\N	actress	tt4539484,tt0815077,tt0101381
nm0008767	Yerkin Abishev	\N	\N	writer	tt0175307,tt0263195
nm0008768	V. Abisheva	\N	\N	actress	tt0174305
nm0008769	Soghra Obeisi	1955	\N	actress	tt0277925,tt2716012,tt0405149,tt0317794
nm0008770	Yaniv Abitan	\N	\N	actor	tt0124759
nm0008771	Adeline Abitbol	\N	\N	actress	tt0098078
nm0008772	Funny Abitbol	\N	\N	actress	tt0098078
nm0008773	Judith Abitbol	1958	\N	editorial_department,director,cinematographer	tt2043770,tt0935035,tt0244813,tt5539422
nm0008774	Michèle Abitbol	\N	\N	miscellaneous,actress	tt0280665,tt0089927,tt1754656,tt0122690
nm0008775	Philippe Abitbol	\N	\N	music_department,actor,composer	tt0173536,tt4146682,tt0111543,tt0091798
nm0008776	Jesus Hermenegildo Abitia	\N	\N	producer,director,cinematographer	tt0391301,tt0393513,tt0401860,tt0405851
nm0008777	Gabrielle Abitol	\N	\N	actress	tt1753422,tt1121977,tt0138910,tt1153545
nm0008778	Phillippe Abitol	\N	\N	actor	tt0102368
nm0008779	Budiasi Abiyoga	\N	\N	producer	tt0111320,tt0101586
nm0008780	José María Abizanda	\N	\N	actor	tt0066611
nm0008781	Martín Abizanda	\N	\N	writer	tt0055448
nm0008782	Martín Abizanda	\N	\N	actor	tt0066611
nm0008783	Dragan Abjanic	\N	\N	director,writer,editor	tt0113910,tt3354688
nm0008784	Joseph Abjean	\N	\N	sound_department	tt0049902
nm0008785	Eric J. Abjornson	\N	\N	animation_department	tt0117705,tt0318155,tt0129167,tt0181739
nm0008786	Peter Abjua	\N	\N	miscellaneous	tt0114796
nm0008787	Simon Abkarian	1962	\N	actor	tt0426279,tt0381061,tt0804522,tt2208885
nm0008789	Daniela Abke	\N	\N	director,writer,editor	tt1454576,tt1785295,tt0254362,tt3614036
nm0008790	Abkhadze	\N	\N	actor	tt0031728
nm0008791	Giorgio Abkhasi	\N	\N	production_designer	tt0034429,tt0034090,tt0092194,tt0035130
nm0008792	Chris van Abkoude	1880	1960	writer	tt0057863,tt1809538,tt0261175,tt0205190
nm0008793	Smerelda Abl	\N	\N	actress	tt0171392
nm0008794	Fahriye Pinarci	\N	\N	actress	tt0094065
nm0008795	Bob Ablack	\N	\N	editorial_department,editor,sound_department	tt0079824,tt0835242,tt2904776,tt0267237
nm0008796	Patrice Ablack	\N	\N	actress	tt0100480
nm0008797	Alex Ablamov	\N	\N	actor	tt0087377
nm0008798	Armand Abplanalp	1930	2000	actor	tt0070133,tt0066854,tt0070849,tt0153438
nm0008799	Rafael Ablanque	1927	\N	art_department,art_director,set_decorator	tt0060467,tt0064888,tt0067329,tt0087182
nm0008800	Billy Joel Ablaza	\N	\N	actress	tt0107413
nm0008801	Lucio Ablaza	\N	\N	actress	tt6033908,tt0126809
nm0008802	Albert Able	1935	\N	actor	tt0077001,tt0069620,tt0078158,tt0071034
nm0008804	David Able	\N	\N	miscellaneous	tt0118928
nm0008805	Jean Able	\N	\N	miscellaneous	tt0036695
nm0008807	Lawrence Able	\N	\N	producer	tt0216225
nm0008808	Marcus Able	\N	\N	actor	tt0086130,tt1349567
nm0008809	Sheri Able	\N	\N	actress	tt0097306,tt0105678
nm0008810	Will B. Able	1923	1981	actor	tt0445991,tt0446859,tt0433326,tt0063348
nm0008811	Paul Ableman	1927	2006	writer	tt0416382,tt0058853,tt0075592,tt0047728
nm0008812	Debbie Ables	\N	\N	actress	tt0114436,tt0123774
nm0008813	Andrew Ableson	\N	\N	actor,miscellaneous	tt1646971,tt0157246,tt4875050,tt1765622
nm0008814	Sean Abley	\N	\N	producer,writer,actor	tt0423722,tt0822856,tt0243413,tt1134528
nm0008815	Eklu Natey Ablodev	\N	\N	actor	tt0279659
nm0008816	Vyacheslav Ablotia	\N	\N	actor,director	tt4853934,tt0275713,tt0090820,tt4701708
nm0008817	N. Ablov	\N	\N	actor	tt0240539
nm0008818	A. Ablova	\N	\N	actress	tt0057637
nm0008819	Cynthia Abma	1969	\N	actress	tt2707150,tt0096597,tt0814024,tt0247303
nm0008820	Marie Abma	\N	\N	costume_designer,costume_department	tt0180093,tt0115333,tt0115678,tt0295238
nm0008821	Parviz Abnar	\N	\N	sound_department	tt1985266,tt6217748,tt0439477,tt0477585
nm0008822	Carin Abnathy	\N	\N	actress	tt0146838
nm0008823	Allison Abner	\N	\N	producer,miscellaneous,writer	tt0364845,tt0200276,tt2707408,tt0321021
nm0008824	Devon Abner	\N	\N	actor,sound_department	tt0386676,tt0359608,tt1480684,tt4442130
nm0008825	Joe Abner	\N	\N	actor	tt0089181
nm0008826	Theo Caesar	1973	\N	talent_agent,casting_department,producer	tt0094325,tt1947969,tt0091777,tt2913562
nm0008827	Don Abney	1923	2000	actor	tt0077335,tt0047759,tt0048484
nm0008828	Jean Abney	\N	\N	actress	tt0242743
nm0008829	Kenny Abney	\N	\N	art_department,special_effects	tt0758758,tt0120746,tt2975578,tt4178092
nm0008830	Mark Abney	\N	\N	actor	tt0411765,tt0380420,tt0245686
nm0008831	Myles Abney	\N	\N	actor	tt1496438,tt0103491,tt0120203,tt0118422
nm0008832	William Abney	1921	1997	actor,writer	tt0066714,tt0081809,tt0424217,tt0062574
nm0008833	Rosemary Abo	\N	\N	miscellaneous	tt0119903
nm0008834	Brice Abo-Métinou	\N	\N	actor	tt0261654
nm0008835	Boshra Abo-Saif	\N	\N	director,production_designer	tt0075048
nm0008836	Charles Aboah	\N	\N	art_department	tt0109734
nm0008837	Susan Abod	\N	\N	director,writer,camera_department	tt3266058,tt0113134
nm0008838	Béla Abody	1931	1990	actor,writer	tt0061635,tt0063768,tt4468150,tt0055290
nm0008839	Benny V. Aboebakar	\N	\N	producer	tt0111320
nm0008840	Fred Abog	\N	\N	actor	tt0096040
nm0008841	Adriana Aboim	\N	\N	actress	tt7708148,tt1230417,tt0115466
nm0008842	Aurora Aboim	\N	\N	actress	tt0189055
nm0008843	Isabel Aboim	\N	\N	cinematographer,director,writer	tt1479360,tt0124930,tt2308631,tt0195979
nm0008844	João Abel Aboim	1950	\N	cinematographer,director,camera_department	tt0082151,tt0085179,tt0116609,tt0115466
nm0008845	Marisa Aboitiz	\N	\N	costume_department	tt0114614,tt0116922,tt0315983,tt0107076
nm0008846	Natalie Aboitiz	\N	\N	actress	tt0133301
nm0008847	Paulino Aboitiz	\N	\N	art_director,camera_department	tt0099095
nm0008848	Oscar Abolafia	\N	\N	camera_department	tt0079013
nm0008849	Yossi Abolafia	1944	\N	animation_department,director,producer	tt0226779,tt0227213,tt0225808,tt0235878
nm0008850	Viktor Abolduyev	\N	\N	actor	tt0115235
nm0008851	Georges Abolin	\N	\N	animation_department	tt0116583,tt0120855,tt0230011,tt0119282
nm0008852	Rosario Abollo	\N	\N	actress	tt0039274,tt0448307
nm0008853	Jeannie Abolt	\N	\N	actress	tt0081766
nm0008854	Kelly Abolt	\N	\N		tt0236093
nm0008855	Christian Abomnes	\N	\N	camera_department,cinematographer,assistant_director	tt1149361,tt0397388,tt0364970,tt0450188
nm0008856	Nico Abondolo	\N	\N	music_department,composer	tt3949660,tt1856101,tt5013056,tt6644200
nm0008857	Antal Abonyi	1938	\N	cinematographer,camera_department,miscellaneous	tt0420072,tt0173285,tt0175270,tt0849411
nm0008858	Géza Abonyi	1894	1949	actor	tt0241712,tt0036411,tt0036320,tt0241441
nm0008859	Cheryl Abood	\N	\N	producer,animation_department	tt0430779,tt1430607,tt0220099,tt0280030
nm0008860	Noerena Abookire	\N	\N	actress,miscellaneous	tt0088242,tt0086387
nm0008861	Nastuh Abootalebi	\N	\N	visual_effects,animation_department	tt0130827,tt0253474,tt3042408,tt0215750
nm0008863	George Abos	\N	\N	miscellaneous	tt0108358
nm0008864	Kevin Abosch	\N	\N	writer,director,camera_department	tt0119868,tt0473360,tt0115935
nm0008865	Emile Abossolo M'bo	1958	\N	actor	tt0103442,tt0465494,tt1639901,tt0102536
nm0008866	Didier Abot	\N	\N	production_manager,actor,producer	tt0429031,tt0118756,tt7943036,tt2076220
nm0008867	Ezzat Abu Ouf	1948	\N	actor,composer	tt0342968,tt3443312,tt5303564,tt1173901
nm0008868	François Abou Salem	1951	2011	actor,miscellaneous	tt0260003,tt1366409
nm0008869	Onsi Abou Seif	\N	\N	production_designer,set_decorator,art_department	tt0098293,tt0233234,tt1459040,tt0104797
nm0008870	Yussuf Abu-Warda	1953	\N	actor	tt0904106,tt0424365,tt2568204,tt0304267
nm0008871	M. Abou Youssef	\N	\N	assistant_director	tt0051390
nm0008872	Charles Abou	\N	\N	actor	tt0066335
nm0008873	Tony Abou-Ganim	\N	\N	actor	tt0361919,tt0426665,tt0120151,tt2678448
nm0008874	Rebekah Abou-Keer	\N	\N	actress	tt0115725
nm0008875	Rabih Abou-Khalil	\N	\N	composer,soundtrack	tt0496338,tt0329094,tt1202219,tt0180320
nm0008876	Ezzat Abou-Oat	\N	\N	actor	tt1400438
nm0008877	Amir Abou-Rass	\N	\N	actor	tt0179735
nm0008878	Mohamed Abou-Seif	\N	\N	writer,director,assistant_director	tt8184800,tt0422574,tt0095704,tt0422798
nm0008879	Nabawa Abou-Seif	\N	\N	actor	tt0093932
nm0008880	Karen Abouab	\N	\N	costume_department,manager,talent_agent	tt0106743,tt0105632,tt0107870,tt0109534
nm0008881	Atibou Aboubacar	\N	\N	actor	tt0116618,tt0476240
nm0008882	Abou Bakar	\N	\N	actor	tt0088002,tt0107796
nm0008883	Stephanie Aboud	\N	\N	miscellaneous	tt0177472
nm0008884	Norbert Aboudahram	\N	\N	actor	tt0276412
nm0008885	Norbert Aboudarham	\N	\N	composer	tt0085283,tt0431031,tt0319217,tt0271971
nm0008886	Aboudja	\N	\N	miscellaneous,cinematographer	tt0248747,tt0377031,tt0389515,tt0120603
nm0008887	Nourdine Aboudou	\N	\N	actor	tt0190066
nm0008888	Angelie Alaïs Adell	1975	\N	actress,casting_director,writer	tt2353217,tt0279000,tt2385025,tt5733506
nm0008889	Rachid Abouhilal	\N	\N	actor	tt0156245
nm0008890	André Elias	\N	\N	cinematographer,editor,director	tt6456690,tt0108195,tt0114242,tt0113616
nm0008891	Rebekah Aboukeer	\N	\N	miscellaneous	tt0182575,tt0240679
nm0008892	Romi Aboulafia	1984	\N	actress,camera_department,production_designer	tt1930371,tt1226753,tt0313126,tt0163262
nm0008893	Roni Aboulafia	\N	\N	director,writer,producer	tt0159355,tt5559990,tt2319944,tt0443119
nm0008894	Amir AboulEla	\N	\N	actor	tt1578873,tt0264235,tt1442464,tt0158552
nm0008895	Abel Abouliaten	\N	\N	actor	tt0112291,tt0091736,tt0097436,tt0388813
nm0008896	Fabrice Aboulker	\N	\N	composer,music_department,soundtrack	tt1611952,tt0759057,tt4148744,tt1570540
nm0008897	Marcel Aboulker	1905	1952	director,writer,assistant_director	tt7503680,tt0039166,tt0044610,tt0042375
nm0008898	Hamid Aboumalek	\N	\N	transportation_department	tt0244647
nm0008899	Jean Abounader	\N	\N	producer,writer	tt0151301,tt3354866,tt0304151,tt0436855
nm0008900	Ahmed Abounouom	\N	\N	producer,production_manager,casting_department	tt1023114,tt0318649,tt0120616,tt4172430
nm0008902	Abdelkrim Abouobayd	\N	\N	production_manager	tt0209163,tt0110568,tt0120616
nm0008903	Karim Abouobayd	\N	\N	producer,location_management,miscellaneous	tt0473075,tt0478134,tt1023114,tt0320661
nm0008904	Roksana Abouova	\N	\N	actress	tt0157124
nm0008905	Oulage Abour	\N	\N	actor,writer	tt0108357,tt0120537,tt0421974,tt0182357
nm0008906	Salah Abouseif	1915	1996	director,writer,assistant_director	tt0342396,tt0049746,tt0053652,tt0318821
nm0008908	Edmond About	1828	1885	writer	tt1365568,tt0197830,tt0953430,tt0217857
nm0008909	François About	\N	\N	cinematographer,camera_department,director	tt0258528,tt1242720,tt1325024,tt1227911
nm0008910	Isabel Aboy	1982	\N	actress	tt1823927,tt0372056,tt0115284,tt0124958
nm0008911	Tony Aboyantz	1928	1992	assistant_director,miscellaneous,director	tt0070354,tt0048308,tt0042906,tt0083734
nm0008912	Ruth Abraha	\N	\N	actress	tt0105325
nm0008913	Abraham	\N	\N	actor	tt0163989
nm0008914	Ignacio Abraham Mestre	\N	\N		\N
nm0008915	Abraham Abraham	\N	\N	actor	tt0180093
nm0008917	Adam Abraham	1971	\N	producer,director,writer	tt0464788,tt0455177,tt0222383,tt0138537
nm0008918	Alex Abraham	\N	\N	miscellaneous	tt0103827,tt0107664
nm0008919	Aminatta Joy Abraham	\N	\N	actress	tt0093227
nm0008921	Arthur Abraham	\N	\N	miscellaneous,soundtrack	tt0430331,tt0118607,tt0318220
nm0008922	Augustine Abraham	\N	\N	actress	tt0269072
nm0008923	Beate Abraham	1945	\N	actress	tt0312358,tt0285209,tt0118281,tt0325734
nm0008924	Bethany Abraham	\N	\N	miscellaneous	tt0118315
nm0008925	Beatriz Abraham	\N	\N	costume_department	tt0090627,tt0084512,tt0094046,tt0246429
nm0008926	Brad Abraham	\N	\N	writer,producer	tt0220008,tt0316989,tt1488598,tt2396495
nm0008927	Cesar Abraham	\N	\N	actor	tt0165929
nm0008928	Charles Abraham	\N	\N	actor	tt0046462,tt0048960,tt0028442,tt0039477
nm0008929	Christopher Abraham	\N	\N	actor,production_manager	tt0083399,tt0124006,tt0188688,tt0129839
nm0008930	Cyril Abraham	1915	1979	writer	tt0159194,tt0074035,tt0396378,tt0063886
nm0008931	Dan Abraham	\N	\N	actor	tt2368716
nm0008932	David Abraham	1909	1981	actor,assistant_director	tt0158375,tt0243587,tt0268621,tt0046799
nm0008933	Dawn Abraham	1960	\N	actress	tt0092848,tt0087722,tt0086760,tt0086141
nm0008935	Dustin Lee Abraham	\N	\N	producer,miscellaneous,writer	tt0278488,tt0247082,tt5374598,tt0165454
nm0008936	Edward Abraham	1929	\N	writer,director,producer	tt2315390,tt0181086,tt0056469,tt0089639
nm0008937	Eric Abraham	\N	\N	producer	tt2718492,tt0188453,tt0116790,tt0110348
nm0008938	Falconer Abraham	\N	\N	actor	tt0113481,tt0117188,tt0108909,tt0112886
nm0008939	Gabriel Abraham	\N	\N	art_department,production_designer,miscellaneous	tt0191191,tt0106660,tt0177978,tt0189810
nm0008940	Jake Abraham	1967	\N	actor	tt0291341,tt0227984,tt1213648,tt0120735
nm0008941	Jeanine Tyree Abraham	\N	\N	actress	tt0123768
nm0008942	Joe Abraham	\N	\N	actor	tt0159837
nm0008943	John Abraham	1937	1987	director,writer,assistant_director	tt0090634,tt0077131,tt0078961,tt0078463
nm0008944	John Abraham	\N	\N	actor	tt0117802
nm0008945	John Abraham	\N	\N	actor	tt0005935
nm0008946	Jorge Abraham	\N	\N	actor	tt0258141,tt0376296,tt0089923,tt0117509
nm0008947	Josh Abraham	\N	\N	soundtrack,composer,music_department	tt0277371,tt0196229,tt1131734,tt0337741
nm0008948	Karl Abraham	1877	1925	writer	tt0016914
nm0008949	Ken Abraham	\N	\N	editor,actor,producer	tt0356618,tt0094960,tt0112697,tt0109456
nm0008951	Larry Abraham	\N	\N	actor	tt0088595
nm0008952	Lincoln Abraham	\N	\N	camera_department,cinematographer,miscellaneous	tt0163488,tt0386245,tt4460168,tt7218748
nm0008953	Marc Abraham	\N	\N	producer,writer,director	tt1637688,tt0206634,tt1234721,tt0266987
nm0008954	Maurice Abraham	\N	\N	director	tt0810028,tt0080200,tt0333458,tt0086744
nm0008955	Melissa Abraham	\N	\N	actress,miscellaneous	tt1692187,tt0210405
nm0008956	Morris Abraham	\N	\N	director,producer,writer	tt0158459,tt0103445,tt0108833,tt0137313
nm0008957	Nancy Abraham	\N	\N	producer,miscellaneous,executive	tt1759682,tt0412631,tt3382636,tt0188235
